opis;klasa
"temat: podstawienie kontenera
zarzadca: zn ,,bonitatis s.c. walczak krystyna, gaj elzbieta
opis miejsca: vis a vis wejscia do budynku od strony ul. worcella.
opis: podstawienie na wniosek mieszkancow kamienicy przy ul. worcella 14 we wroclawiu.";Strefa Zarzadcy
mieszkaniec ul osobowickiej 27 zglasza duza ilosc zalegajacych lisci na wale przeciwpowodziowym skarpa w lokalizacji ul. osobowickiej 27. prosze o weryfikacje zgloszenia.;Sprzatanie miasta
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: zmieszane odpady komunalne
pojemniki: pojemniki 60-1100 l
opis: w odpowiedzi na maila z dnia 17.01: 
firma fbserwis poinformowala, ze do konca dnia jutrzejszego brygada podjedzie po zalegle odpady zmieszane
prosimy o poinformowanie firmy, ze na terenie posesji przebywamy w godz. 8-16. bramka wjazdowa po podanym czasie jest zasunieta lecz nie zamknieta na klucz. pojemnik jest za bramka, widoczny. nie wystawiamy go przed brame, gdyz kiedys zostal juz skradziony. do tej pory nie bylo zadnych problemow z odbiorem, mam nadzieje, ze utrzymamy dobra wspolprace";Wywoz odpadow
brak odbioru odpadow zmieszanych z ul.rozmarynowa 21 z powodu wrzuconego tam styropianu opakowaniowego po telewizorze w niewielkiej ilosc, ktora zostala wyjeta z pojemnika przez pracownikow firmy odbierajace odpady. prosze  o interwencyjny odbior odpadow w dniu dzisiejszym.;Wywoz odpadow
"temat: zmiana wielkosci pojemnika
odpady: odpady ze szkla
pojemniki: pojemnik 1100l
opis: w zwiazku z prosbami mieszkancow osiedla prosze o zamiane obecnie dwoch stojacych pojemnikow tzw. dzwonow na szklo na dwa pojemniki 1100l na kolkach w kolorze oczywiscie zielonym. pojemniki stoja przy ul. kamiennej przy wjezdzie do ekonomika za zywoplotem po prawej stronie.jednoczesnie prosze jako administratorka o dostawienie tych pojemnikow do rzedu stojacych wzdluz zywoplotu na chodniku pojemnikow na segregacje (plastiki, papier). prosze o nie ustawianie nowych bardziej wygodnych dla mieszkancow pojemnikow  za zywoplotem jak to jest obecnie z dzwonami. dziekuje.";Pojemniki/worki na odpady
brak odbioru odpadow opakowaniowych ze szkla zgodnie z harmonogramem, ktory mial odbyc sie dnia 15.01 na ul. brzozowa 45. prosze o pilny odbior odpadow w dniu dzisiejszym.;Wywoz odpadow
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: odpady ze szkla
pojemniki: worki
opis: w dniu 14 stycznia byl termin odbioru odpadow szklanych, niestety nikt sie nie pojawil.";Wywoz odpadow
"temat: przepelnienie pojemnika
odpady: odpady zielone
pojemniki: worki
opis: szanowni panstwo, w nieruchomosci rozwiesilismy ogloszenia z terminami odbiorow odpadow zielonych, pobranymi z panstwa strony internetowej, niestety, ani razu odbior nie zostal dokonany zgodnie z harmonogramem. przed pomieszczeniem smietnika znajduje sie kilka drzewek swiatecznych. prosze o mozliwie najszybszy ich odbior, teren nie jest ogrodzony. w razie problemow prosze o kontakt telefoniczny z osoba dokonujaca zgloszenia (tel. kom. 531-880-471) lub z ochroniarzem pelniacym sluzbe na obiekcie 24 h - tel. kom. 508-651-695.";Wywoz odpadow
prosze o dostarczenie papierowej wersji harmonogramu odbioru odpadow na rok 2019 ul. pelczynska 120. prosze o realizacje zgloszenia.;Wywoz odpadow
prosze o dostarczenie pojemnika na tworzywa sztuczne o poj 120l na ul. skarbka 15. prosze o realizacje zgloszenia.;Pojemniki/worki na odpady
"[przekazanie zgloszenia nr: ##1915## : ul. szczecinska 5e-5m - zanieczyszczenie chodnika]
ekosystem sp. z o.o.
ul. kazimierza michalczyka 23
50-001 wroclaw
 
zespol dyspozytorow zarzadu drog i utrzymania miasta we wroclawiu prosi o podjecie, w ponizszej sprawie, stosownych dzialan bedacych w panstwa kompetencji.
z powazaniem: jozef uhryn
przekazane zgloszenie nr 1915
zglaszajacy: 
data zgloszenia: 18.01.2019 07:04
temat: ul. szczecinska 5e-5m - zanieczyszczenie chodnika
opis:

mocno zanieczyszczony chodnik (warstwa blota), na odcinku okolo 150m, przed i za glownym zjazdem do alby
z powazaniem
dzien dobry,
przesylam zawiadomienie od mieszkanca o mocno zabrudzonym chodniku na szczecinskiej z uprzejma prosba o interwencje (info w zalaczniku)(see attached file: zabrudzony_chodnik_szczecinska.png).
z wyrazami szacunku,
ulica: szczecinska
lokalizacja: ul. szczecinska, kierunek od ul. zernickiej do ul. kosmonautow, strona prawa, chodnik, przed i za zjazdem do nr 5e-5m (wpo alba)";Sprzatanie miasta
prosze wymienic pojemnik na 240 l  (obecnie stoi 120l);Pojemniki/worki na odpady
"temat: dzikie wysypiska
dzielnica: krzyki
opis miejsca: koniec ulicy s. swistackiego (nieopodal klatki swistackiego 25), wzdluz plotu prowadzacego w strone torow kolejowych.
opis: przy budynku, wzdluz plotu prowadzacego w strone torow kolejowych powstalo nielegalne smietnisko.";Sprzatanie miasta
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: odpady zielone
pojemniki: worki
opis: witam,
zglaszam brak wywozu opadow zielonych (choinek) zgodnie z harmonogramem.
choinki czekaja na zabranie przed wiatami smietnikowymi od tygodnia.
pozdrawiam";Wywoz odpadow
"temat: uszkodzenie mienia
opis miejsca: zgloszenie o nr id #55701 i #56061 - furtka do miejsca gromadzenia odpadow
opis: szanowni panstwo,
w nawiazaniu do zgloszenia o numerach jw. uprzejmie informuje, ze w dalszym ciagu nie nastapila calkowita naprawa uszkodzonej przez pracownika wpo alba furtki do smietnika. ponizej chronologia korespondsencji w przedmiotowej sprawie:
05.12.2018 - zgloszenie uszkodzenia furtki do bok id #55701
06.12.2018 - e-mail z bok dot. przekazania sprawy do wpo alba
10.12.2018 - ponowne zgloszenie uszkodzenia furtki do bok id #56061 - po braku reakcji z wpo alba
10.12.2018 - e-mail z bok dot. przekazania sprawy do wpo alba
12.12.2018 - e-mail z wpo alba dot. dokonania naprawy
17.12.2018 - e-mail do wpo alba dot. dokonanej naprawy - zgoszenie reklamacyjne
17.12.2018 - e-mail z wpo alba dot. zlozenia wniosku o odszkodowanie
17.12.2018 - e-mail do wpo alba dot. zlozenia wniosku o odszkodowanie
pragne zaznaczyc, ze dotychczas wpo alba udalo sie jedynie naprawe w zakresie umozliwienia otwierania furtki. niestety nadal sie nie zamyka na zamek - stan z dnia 17.12.2018.
prosze o informacje co mam dalej uczynic. stanowisko pracownika wpo alba jest w tym przypadku niepowazne i kompromitujace autora e-mail. wynika z niego, ze sprawdza zakonczyl naprawe i instruuje mnie o zlozeniu wniosku o odszkodowanie. preagne zaznaczyc, co moglo byc trudne dla pracownika wpo alba, ze wnioskowalem o naprawe, a nie o odszkodowanie. moze wykonywana przez niego praca jest zbyt trudna i skomplikowana, co moze po czesci tlumaczyc przedstawione stanowisko.
w takim razie zapytuje sie eko system, tj. firmy z ktora mam podpisana umowe na wywoz odpadow, co mam w takim przypadku zrobic ? czy mam zatrudnic firme zewnetrzna (nie baczac na koszty), ktora dokona naprawy, wliczajac przy tym poniesionym przeze mnie czas, a kosztami obciazyc panstwa ? czy w dalszym ciagu czekac ? jednak w drugim przypadku, brak trwalego zamykania furtki moze spowodowac jej kolejne uszkodzenie.
w zalaczeniu korespondencja i zdjecia.";Inne
"temat: podstawienie kontenera
zarzadca: wspolnota mieszkaniowa pod kasztanami- zarzadca malgorzata czyzewska
opis miejsca: prosze o podstawienie kontenera na koncu podworza przy smietnikach
opis: prosze o podstawienie kontenera na odpady wielkogabarytowe na ul. wilcza 30-30a. jesli istnieje taka mozliwosc, poprosze o pozostawienie kontenera przez weekend. pozdrawiam";Strefa Zarzadcy
"przekazanie zgloszenia nr: ##2094## : ul. stawowa - kamienie
dyspozytorzy zdium przekazuja ponizsza wiadomosc zgodnie z kompetencjami do sluzbowego wykorzystania z prosba o usuniecie odpadow.
z powazaniem zespol dyspozytorow zdium.
przekazane zgloszenie nr 2094
zglaszajacy: zdium<zdium@zdium.wroc.pl>
data zgloszenia: 2019/01/21 16:06
temat: ul. stawowa - kamienie
opis:

zgloszenie zdarzenia drogowego + prosba o usuniecie
zgloszenie zdarzenia drogowego :
> 
> w dniu 17.01.2019 okolo godziny 21.00 , jadac ul. stawowa prawym pasem jezdni w kierunku krzyki, samochodem m-ki honda accord nr.rej. dw 4u204 koloru czarnego, w okolicach miejsca jak na zdjeciach, nagle poczulem mocny wstrzas przedniego zawieszenia samochodu. po zatrzymaniu auta w pierwszym mozliwym miejscu, stwierdzilem uszkodzenia bocznej czesci lewej przedniej opony i krawedzi felgi aluminiowej, niestety po powrocie na miejsce zdarzenia, nie znalazlem przyczyny zaistnialej sytuacji, takze ze wzgledu na ciagly ruch pojazdow ktory utrudnial obserwacje.
> 
> w dniu dzisiejszym tj. 18.01.2019 jadac okolo godziny 8.40 do pracy ta sama ulica tylko w kierunku centrum miasta, zauwazylem kamienie lezace w miejscach jak na zdjeciach, z ktorych jeden byl niewatpliwie przyczyna zdarzenia, najprawdopodobniej tez po wystrzeleniu kamienia spod kola mojego pojazdu, zostal uszkodzony pojazd jadacy obok mojego.
> 
> zglaszajac zdarzenie, prosilbym jednoczesnie o usuniecie tych kamieni, jako ze niewatpliwie stwarzaja zagrozenie w ruchu pojazdow i najprawdopodobniej znowu znajda sie na jezdni - najpewniej na miejsca jak na zdjeciach zostaly odlozone przez kierowcow w podobnych przypadkach.
> 
> niniejszym informuje iz w dniu 19.01.2019 ocenie szkody w stacji serwisowej m-ki honda przy ul. karkonoskiej i podejme decyzje co do dalszego procedowania w sprawie.
> 
> miroslaw wolny ul. rodzinna 23/3d, 53-029 wroclaw, kontakt : 503 109 280
> 
> 
(see attached file: zdj?cie0112.jpg)(see attached file: zdj?cie0109.jpg)(see attached file: zdj?cie0108.jpg)(see attached file: zdj?cie0107.jpg)(see attached file: zdj?cie0106.jpg)(see attached file: zdj?cie0113.jpg)(see attached file: zdj?cie0110.jpg)(see attached file: zdj?cie0111.jpg)
ulica: stawowa
lokalizacja: jadac ul. stawowa prawym pasem jezdni w kierunku krzyki
";Sprzatanie miasta
prosze o dostarczenie pojemnika na odpady zmieszane o poj. 120l na ul.bacciarellego 4, pojemnik zaginal po ostatnim odbiorze odpadow. prosze o pilna realizacje zgloszenia.;Pojemniki/worki na odpady
bardzo prosze o wymiane pojemnika. uszkodzony zostal na skutek wrzucenia goracego popiolu.;Pojemniki/worki na odpady
"wlasciciel nieruchomosci miloszycka 53a (kiedys) - ozarowska 1 (teraz) zglasza brak odbioru odpadow z tworzyw sztucznych (system workowy) poczawszy od stycznia 2019 roku. worki znajduja sie tam gdzie zawsze, przy pojemnikach, na zewnatrz posesji. dojazd odbywa sie przez ul. byczynska a nastepnie dzialoszynska, kontakt tel. 663732600.
wlasciciel nieruchomosci prosi o przeslanie harmonogramu odbioru odpadow komunalnych na rok 2019 dla przedmiotowej nieruchomosci na wskazany adres e- mail: piotrmichalski71@o2.pl";Wywoz odpadow
wlasciciel nieruchomosci zglasza brak odbioru odpadow zielonych + choinka w 21/01/2019 dniu /11/2018- worek i choinka znajduja sie na zewnatrz na chodniku.;Wywoz odpadow
"temat: podstawienie kontenera
zarzadca: parafia rzym-kat p.w. sw. stanislawa kostki hubska 91
opis miejsca: przy kosciele p.w. sw. s
stanislawa kostki wjazd od ul. przestyrzennej / hubska 91 zmiana z nr. 89 na 91 w roku 2012/
opis: prosze o podstawienie kontenera na odpady zielone tak jak w roku ubiegm  /7 m3/ w dniu 1.02 2019 r.prosze o potwierdzenie terminu podstawienia kontenera.";Strefa Zarzadcy
"temat: zapytanie o harmonogram
odpady: papier i tektura
pojemniki: worki
opis: witam. kiedy bedzie wywoz papieru. w harmonogramie nie ma do dnia 20 lutego, a ostatni wywoz mial miejsce dosc dawno?
pozd";Wywoz odpadow
"temat: pas drogowy - kosze
dzielnica: krzyki
opis miejsca: skrzyzowanie ulicy iwaszkiewicza z illakowiczowny.
opis: chcialbym zglosic potrzebe czestszego oprozniana ulicznych koszy na smieci w okolicy skrzyzowania ulicy iwaszkiewicza z ul. illakowiczowny, badz montazu wiekszej liczby koszy w tej okolicy. zgloszenie dotyczy szczegolnie koszy umiejscowionych na ul. iwaszkiewicza nr 13/13a jak rowniez miedzy numerami 3b a 11 oraz przy ulicy illakowiczowny 3. 
zaobserwowalem, ze kosze te notorycznie sa przepelnione, co wynika poniekad z dobrych praktyk mieszkancow, ktorzy wyrzucaja tam psie odchody, co widac w postaci wysypujacych sie z koszy woreczkow.";Sprzatanie miasta
brak odbioru odpadow z tworzyw sztucznych i odpadow opakowaniowych ze szkla na ul. kupiecka 9.prosze o pilny odbior odpadow.;Wywoz odpadow
od poczatku miesiaca stycznia  2019r nie zostaly odebrane odpady z tworzyw sztucznych na ul.  motylkowa 5a. prosze o pilny odbior odpadow oraz dostarczenie papierowej wersji harmonogramu odbioru na rok 2019r. prosze o zrealizowanie zgloszenia.;Wywoz odpadow
osoba zglaszajaca informuje, ze przy ul. ubocze na wysokosci nr 5 od torow do konca ulicy- jadac od ul. strachocinskiej, przez ubocze w strone m -ci kelczow. pan prosi o posprzatanie pasa zieleni, chodnika z odpadow typu plastik, folia, papier, butelki.;Sprzatanie miasta
"temat: inne
opis miejsca: uniwersytet ekonomiczny
opis: witam,
prosze o informacje, czy jako firma remontujaca na zlecenie uniwersytetu ekonomicznego mozemy oddac panstwu oprawy oswietleniowe? 
pozdrawiam
jerzy duda";Inne
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: zmieszane odpady komunalne
pojemniki: pojemniki 60-1100 l
opis: pojemnik na odpady zostal nieoprozniony pomimo oproznienia pojemnika dla numeru 48. prosze o oproznienie.";Wywoz odpadow
"temat: uszkodzenie pojemnika - koniecznosc wymiany
odpady: zmieszane odpady komunalne
pojemniki: pojemnik120l
opis: dzien dobry, po dzisiejszym odbiorze smieci, pojemnik nie posiada pokrywy. prosze o wymiane.
czy moglbym rowniez prosic o wymiane pojemnikow na papier i tworzywa sztuczne na wieksze.";Pojemniki/worki na odpady
"temat: uszkodzenie mienia
opis miejsca: ul. maslicka, kierunek od ul. polnocnej do al. sliwowej, strona prawa, za nr 140a, peron przystanku autobusowego 18548
opis: wyrwany jednostronnie kosz przystankowy, wraz z kostka betonowa peronu przystanku.";Sprzatanie miasta
"wlasciciel nieruchomosci zglasza brak odbioru odpadow ze szkla poczawszy od stycznia 2019 roku -09/01/ oraz 23/01.
pojemnik znajduje sie w boksie smietnikowym, pojemnik jest juz przepelniony.
prosze o pilny odbior szkla.";Wywoz odpadow
"sm komunalnik informuje, ze we wnetrzu podworzowym przy ul. grunwaldzkiej 35 przy oslonie smietnikowej znajduje sie duza ilosc odpadow wielkogabarytowych. spoldzielnia pros o posprzatanie wskazanego terenu.
wjazd odbuwa sie od ul. grunwaldzkiej przez brame wjazdowa- wykonawca posiada klucze.
spoldzielnia prosi o potwierdzenie otrzymania zgloszenia oraz termin wykonania
tel.: 71/3469783
e- mail: dzialtechniczny@smkomunalnik.pl
pani prosi o pilne potraktowanie sprawy (gabaryty znajduja sie juz miesiac na ww. terenie).";Strefa Zarzadcy
"temat: inne
opis miejsca: administracja
opis: zwracam sie z zapytaniem: czy posiadacie plakaty lub informacje na papierze formatu a4 o sposobie segregacji smieci, do umieszczenia na tablicach ogloszen w budynkach?";Inne
"temat: podstawienie kontenera
zarzadca: rodom zarzadzanie nieruchomosciami
opis miejsca: przejazd pomiedzy budynkami 27 i 31.
opis: podstawienie kontenera na gabaryty w dniu 4 lutego 2019 roku.";Strefa Zarzadcy
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: odpady zielone
pojemniki: worki
opis: dzien dobry.od miesiaca nie sa wywozone worki z odpadami zielonymi przy naszej ulicy.dotyczy to rowniez sasiednich numerow.wedlug harmonogramu powinny byc zabierane co dwa tygodnie.niestety tak nie jest.prosze o odpowiedz,kiedy beda zabrane.";Wywoz odpadow
prosze o dostarczenie papierowej wersji harmonogramu odbioru odpadow na rok 2019 ul. wykladowa 57c. prosze o realizacje zgloszenia.;Wywoz odpadow
"temat: pas drogowy - sciezka rowerowa
dzielnica: krzyki
opis miejsca: droga rowerowa po zachodniej stronie powstancow slaskich miedzy wielka, a placem powstancow slaskich.
opis: droga rowerowa po zachodniej stronie powstancow slaskich miedzy wielka, a placem powstancow slaskich nie jest odsniezona o godzinie 17 25 stycznia czyli jakies 8 godzin po ustaniu opadow.";Akcja zima
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: papier i tektura
pojemniki: pojemniki 60-1100 l
opis: dzien dobry,
pojemnik z papierem i tektura nie zostal oprozniony zgodnie z przyslanym przez panstwa harmonogramem tj. 23.01.2019 i jest pelny do dnia dzisiejszego. prosze o niezwloczne oproznienie pojemnika. 
pozdrawiam
joanna bros";Wywoz odpadow
"temat: podstawienie kontenera
zarzadca: zarzad osiedla muchobor maly
opis miejsca: plac miedzy budynkami 136 i 138 obok oslony smietnikowej
opis: prosba o podstawienie kontenera na gabaryty w/w lokalizacja z czestawoscia raz w miesiacu.";Strefa Zarzadcy
"temat: podstawienie kontenera
zarzadca: fontis zn spolka z o.o.
opis miejsca: podstawienie kontenera na gabaryty - meble - obok oslony smietnikowej przy ul. partyzantow 90 - 94
opis: podstawienie kontenera na gabaryty - meble - obok oslony smietnikowej przy ul. partyzantow 90 - 94";Strefa Zarzadcy
brak odbioru odpadow zielonych( chodzi o choinke) zgodnie z harmonogramem na ul. canaletta 59. prosze o realizacje zgloszenia.;Wywoz odpadow
"temat: inne
opis miejsca: parking miejsce postojowe pomiedzy budynkami siemianowicka 10 i siemianowicka 8.
opis: prosze o podstawienie kontenera na osiedle ksiezno ul. siemianowicka 10 i 8 - parking pomiedzy budynkami. prosze o wskazanie najblizszego mozliwego terminu kontenera.";Strefa Zarzadcy
mieszkaniec zglasza teren do posprzatania po kontenerze na odpady wielkogabarytowe, skrzyzowanie ul. skarzynskiego/ zegadlowicza. kontener znajdowal sie w tym miejscu ok. 2 tygodni temu. znajduja sie tam rozne rzeczy wiekszego formatu.;Strefa Zarzadcy
"firma kfb acoustics prosi o wymiane pojemnika na odpady papier i tektura, zabrac pojemnik na dwoch koleczkach a nastepnie dostarczyc 1100 l.
brama wjazdowa na teren firmy otwarta jest od poniedzialku do piatku w godzinach od 06:00 do 16:00.";Pojemniki/worki na odpady
"kolejne zgloszenie mieszkanki, pomimo obietnicy wykonawcy ze papier zostanie odebrany 29.01. do dzisiaj nikt tego nie zrobil ;( prosze o pilny odbior 
kontakt 509508460";Wywoz odpadow
"temat: podstawienie kontenera
zarzadca: sportowa szkola podstawow nr 72  im.wadka zarembowicza
opis miejsca: sportowa szkola podstawowa nr 72 ul. trwala 17-19, kontener prosze podstawic wewnatrz  terenu szkoly pomiedzy budynkiem a i b (w malym  wewnetrznym dziedzincu stoja pojemniki na smieci). kontener postawic w glebi dziecinca nie tarasowac wjazdu. wjazd od strony  ulicy trwalej. wjazd moze sie odbyc   w godzinach 8-16 , w tej sprawie prosze o wczesniejszy kontakt telefoniczny 730-037-735.
opis: szkola podstawowa prosi o podstawienie  kontenera  na odpady wielkogabarytowe ( prosze o jak najwieksza pojemnosc kontenera) w terminie  06.02.2019 - kontener zabrac 08.02.2019.prosze o potwierdzenie przyjecia zgloszenia na wskazany wyzej email.oraz potwierdzenie terminu  podstawienia kontenera.z gory dziekujemy";Strefa Zarzadcy
